feature_code,name,type,date_code,smokes,type_of_tenure,household_type,sex,long_term_condition,age,sm_lower_ci,sm_upper_ci,sm_percent
S12000013,Na h-Eileanan Siar,Local Authority,2012,No,All,All,All,All,65 and over,81.7,93.6,87.7
S08000017,Dumfries and Galloway,NHS Health Board,2015,No,All,All,All,All,16-34,58.1,78.4,68.3
S12000027,Shetland Islands,Local Authority,2017,No,All,All,All,All,35-64,61.2,80.3,70.7
S12000042,Dundee City,Local Authority,2012,No,All,All,All,All,65 and over,78.8,91.6,85.2
S12000048,Perth and Kinross,Local Authority,2012,No,All,All,All,All,65 and over,81.4,93.3,87.4
S08000016,Borders,NHS Health Board,2015,No,All,All,All,All,16-34,54.2,83.8,69
S08000016,Borders,NHS Health Board,2015,No,All,All,All,All,16-64,73.9,85,79.5
S12000028,South Ayrshire,Local Authority,2017,No,All,All,All,All,16-34,74,93.4,83.7
S08000029,Fife,NHS Health Board,2013,No,All,All,All,All,65 and over,88.2,94,91.1
S12000027,Shetland Islands,Local Authority,2017,No,All,All,All,All,65 and over,83.9,95.7,89.8
S12000014,Falkirk,Local Authority,2014,No,All,All,All,All,65 and over,82.1,93.5,87.8
S12000014,Falkirk,Local Authority,2016,No,All,All,All,All,65 and over,82.9,94.7,88.8
S08000030,Tayside,NHS Health Board,2015,No,All,All,All,All,65 and over,83.8,91.1,87.4
S08000017,Dumfries and Galloway,NHS Health Board,2014,No,All,All,All,All,65 and over,89.2,96.1,92.7
S12000047,Fife,Local Authority,2014,No,All,All,All,All,35-64,76.8,84.1,80.5
S12000021,North Ayrshire,Local Authority,2016,No,All,All,All,All,65 and over,87.1,96.8,92
S12000011,East Renfrewshire,Local Authority,2012,No,All,All,All,All,All,80,89.3,84.6
S12000047,Fife,Local Authority,2014,No,All,All,All,All,65 and over,87,93.5,90.2
S12000048,Perth and Kinross,Local Authority,2012,No,All,All,All,All,16-34,61.3,85.2,73.2
S12000011,East Renfrewshire,Local Authority,2016,No,All,All,All,All,65 and over,92.7,99.2,96
S12000017,Highland,Local Authority,2016,No,All,All,All,All,65 and over,85.8,94.6,90.2
S12000034,Aberdeenshire,Local Authority,2012,No,All,All,All,All,65 and over,78.3,90.7,84.5
S12000010,East Lothian,Local Authority,2017,No,All,All,All,All,All,75.8,85.4,80.6
S12000029,South Lanarkshire,Local Authority,2012,No,All,All,All,All,65 and over,85.3,93.1,89.2
S12000047,Fife,Local Authority,2015,No,All,All,All,All,16-34,63,76.7,69.8
S12000047,Fife,Local Authority,2013,No,All,All,All,All,16-34,66.8,79.1,73
S12000041,Angus,Local Authority,2013,No,All,All,All,All,All,74.2,83.3,78.7
S08000031,Greater Glasgow and Clyde,NHS Health Board,2017,No,All,All,All,All,35-64,75,79.4,77.2
S12000048,Perth and Kinross,Local Authority,2012-2013,No,All,All,All,All,All,75.2,81.8,78.5
S08000029,Fife,NHS Health Board,2013,No,All,All,All,All,All,74.2,79.7,77
S12000045,East Dunbartonshire,Local Authority,2016,No,All,All,All,All,35-64,69.7,85.2,77.5
S12000021,North Ayrshire,Local Authority,2016,No,All,All,All,All,16-34,53.6,75.2,64.4
S12000018,Inverclyde,Local Authority,2016,No,All,All,All,All,65 and over,75.5,91.3,83.4
S12000034,Aberdeenshire,Local Authority,2017,No,All,All,All,All,All,81.3,87.4,84.3
S12000033,Aberdeen City,Local Authority,2017,No,All,All,All,All,All,79.4,85.2,82.3
S12000021,North Ayrshire,Local Authority,2017,No,All,All,All,All,35-64,65.9,79.6,72.7
S08000016,Borders,NHS Health Board,2012,No,All,All,All,All,65 and over,85,94.7,89.8
S08000022,Highland,NHS Health Board,2012,No,All,All,All,All,35-64,69.1,77.2,73.2
S12000041,Angus,Local Authority,2017,No,All,All,All,All,35-64,76.3,88.3,82.3
S12000048,Perth and Kinross,Local Authority,2013,No,All,All,All,All,65 and over,85.6,96.2,90.9
S12000008,East Ayrshire,Local Authority,2012,No,All,All,All,All,65 and over,68.2,84.4,76.3
S12000026,Scottish Borders,Local Authority,2013,No,All,All,All,All,65 and over,88.5,97,92.8
S12000013,Na h-Eileanan Siar,Local Authority,2017,No,All,All,All,All,All,79.7,87.1,83.4
S12000049,Glasgow City,Local Authority,2014,No,All,All,All,All,65 and over,75.2,83.3,79.3
S08000030,Tayside,NHS Health Board,2014,No,All,All,All,All,35-64,70.5,78.3,74.4
S08000016,Borders,NHS Health Board,2012,No,All,All,All,All,16-34,61.3,85.7,73.5
S08000017,Dumfries and Galloway,NHS Health Board,2015,No,All,All,All,All,16-64,67,76.9,72
S12000030,Stirling,Local Authority,2017,No,All,All,All,All,35-64,84.7,93.3,89
S12000050,North Lanarkshire,Local Authority,2015,No,All,All,All,All,65 and over,79.8,89.1,84.5
S08000026,Shetland,NHS Health Board,2014,No,All,All,All,All,35-64,70.9,86.8,78.8
S12000035,Argyll and Bute,Local Authority,2016,No,All,All,All,All,65 and over,86,96.1,91.1
S12000039,West Dunbartonshire,Local Authority,2017,No,All,All,All,All,65 and over,86,96,91
S12000030,Stirling,Local Authority,2017,No,All,All,All,All,16-34,69.4,90.4,79.9
S12000021,North Ayrshire,Local Authority,2014,No,All,All,All,All,65 and over,84.8,94,89.4
S12000050,North Lanarkshire,Local Authority,2017,No,All,All,All,All,65 and over,77.8,87.7,82.8
S08000019,Forth Valley,NHS Health Board,2016,No,All,All,All,All,65 and over,86.6,93.9,90.2
S12000029,South Lanarkshire,Local Authority,2014,No,All,All,All,All,65 and over,82.8,91.8,87.3
S08000024,Lothian,NHS Health Board,2016,No,All,All,All,All,65 and over,89,93.6,91.3
S12000030,Stirling,Local Authority,2014,No,All,All,All,All,65 and over,87.2,97,92.1
S12000005,Clackmannanshire,Local Authority,2015,No,All,All,All,All,65 and over,70,89.4,79.7
S08000016,Borders,NHS Health Board,2016,No,All,All,All,All,16-34,73.8,94.4,84.1
S08000016,Borders,NHS Health Board,2016,No,All,All,All,All,35-64,74.5,86.4,80.4
S12000026,Scottish Borders,Local Authority,2014,No,All,All,All,All,65 and over,87.7,96,91.8
S08000019,Forth Valley,NHS Health Board,2017,No,All,All,All,All,16-34,77.6,88.5,83
S12000045,East Dunbartonshire,Local Authority,2012,No,All,All,All,All,All,84.7,91.2,87.9
S12000030,Stirling,Local Authority,2012,No,All,All,All,All,65 and over,80.4,92.8,86.6
S08000016,Borders,NHS Health Board,2017,No,All,All,All,All,65 and over,88.9,96.3,92.6
S08000016,Borders,NHS Health Board,2017,No,All,All,All,All,35-64,79.2,90.3,84.7
S08000028,Western Isles,NHS Health Board,2013,No,All,All,All,All,16-64,67.6,80.5,74
S12000020,Moray,Local Authority,2017,No,All,All,All,All,65 and over,86.1,95.1,90.6
S08000020,Grampian,NHS Health Board,2016,No,All,All,All,All,65 and over,87.8,92.9,90.4
S12000049,Glasgow City,Local Authority,2014,No,All,All,All,All,All,71.5,76.1,73.8
S12000034,Aberdeenshire,Local Authority,2016,No,All,All,All,All,65 and over,89.8,96.8,93.3
S12000005,Clackmannanshire,Local Authority,2017,No,All,All,All,All,All,73.3,86.3,79.8
S12000008,East Ayrshire,Local Authority,2013,No,All,All,All,All,65 and over,71.5,92.2,81.9
S08000019,Forth Valley,NHS Health Board,2014,No,All,All,All,All,16-64,70.6,77.5,74
S08000022,Highland,NHS Health Board,2016,No,All,All,All,All,65 and over,87,93.9,90.4
S08000022,Highland,NHS Health Board,2012,No,All,All,All,All,65 and over,83.4,91.4,87.4
S12000011,East Renfrewshire,Local Authority,2017,No,All,All,All,All,All,81.1,91.8,86.4
S12000006,Dumfries and Galloway,Local Authority,2013,No,All,All,All,All,65 and over,85.6,94.3,90
S08000015,Ayrshire and Arran,NHS Health Board,2015,No,All,All,All,All,16-64,72.3,78.4,75.4
S12000021,North Ayrshire,Local Authority,2013,No,All,All,All,All,65 and over,78.9,91.7,85.3
S12000050,North Lanarkshire,Local Authority,2014,No,All,All,All,All,65 and over,78.7,89.5,84.1
S08000032,Lanarkshire,NHS Health Board,2013,No,All,All,All,All,16-34,67.9,77.3,72.6
S08000017,Dumfries and Galloway,NHS Health Board,2016,No,All,All,All,All,35-64,68.1,80.3,74.2
S12000036,City of Edinburgh,Local Authority,2017,No,All,All,All,All,16-64,81.5,86.3,83.9
S08000024,Lothian,NHS Health Board,2014,No,All,All,All,All,16-64,77.7,82.2,79.9
S08000031,Greater Glasgow and Clyde,NHS Health Board,2014,No,All,All,All,All,All,75.6,78.7,77.2
S12000038,Renfrewshire,Local Authority,2013,No,All,All,All,All,65 and over,76.9,89.7,83.3
S12000020,Moray,Local Authority,2016,No,All,All,All,All,65 and over,83.5,94.3,88.9
S08000017,Dumfries and Galloway,NHS Health Board,2016,No,All,All,All,All,16-34,51.9,73.9,62.9
S08000024,Lothian,NHS Health Board,2012,No,All,All,All,All,16-34,72.1,79.5,75.8
S12000014,Falkirk,Local Authority,2013,No,All,All,All,All,65 and over,80.5,91.4,85.9
S12000048,Perth and Kinross,Local Authority,2016,No,All,All,All,All,65 and over,87.1,95.6,91.3
S12000040,West Lothian,Local Authority,2013,No,All,All,All,All,65 and over,75.8,91,83.4
S08000017,Dumfries and Galloway,NHS Health Board,2016,No,All,All,All,All,65 and over,85.5,92.8,89.1
S12000018,Inverclyde,Local Authority,2012,No,All,All,All,All,65 and over,73.6,90.4,82
S12000045,East Dunbartonshire,Local Authority,2016,No,All,All,All,All,16-64,76,88.3,82.1
S12000018,Inverclyde,Local Authority,2013,No,All,All,All,All,35-64,63.9,79.7,71.8
S12000041,Angus,Local Authority,2012,No,All,All,All,All,16-34,69.7,86.7,78.2
S12000018,Inverclyde,Local Authority,2012,No,All,All,All,All,16-34,62,85,73.5
S12000017,Highland,Local Authority,2013,No,All,All,All,All,35-64,79.1,87.1,83.1
S12000040,West Lothian,Local Authority,2017,No,All,All,All,All,All,77.2,86,81.6
S08000032,Lanarkshire,NHS Health Board,2013,No,All,All,All,All,35-64,69.1,75.7,72.4
S12000026,Scottish Borders,Local Authority,2017,No,All,All,All,All,35-64,79.2,90.3,84.7
S12000018,Inverclyde,Local Authority,2017,No,All,All,All,All,65 and over,77.8,90.4,84.1
S08000026,Shetland,NHS Health Board,2014,No,All,All,All,All,16-64,69.6,83.7,76.7
S12000040,West Lothian,Local Authority,2015,No,All,All,All,All,65 and over,75.2,91.2,83.2
S12000011,East Renfrewshire,Local Authority,2012,No,All,All,All,All,16-34,67.4,92.8,80.1
S12000041,Angus,Local Authority,2012,No,All,All,All,All,35-64,67.2,79.8,73.5
S12000047,Fife,Local Authority,2016,No,All,All,All,All,65 and over,85.4,92.3,88.8
S12000008,East Ayrshire,Local Authority,2017,No,All,All,All,All,All,76.3,85.4,80.8
S12000006,Dumfries and Galloway,Local Authority,2012-2015,No,All,All,All,All,All,75.6,79.1,77.4
S12000005,Clackmannanshire,Local Authority,2012-2015,No,All,All,All,All,All,70.6,76.9,73.7
S12000017,Highland,Local Authority,2012,No,All,All,All,All,All,76.3,83,79.6
S12000029,South Lanarkshire,Local Authority,2013,No,All,All,All,All,65 and over,82.9,92.1,87.5
S12000006,Dumfries and Galloway,Local Authority,2017,No,All,All,All,All,All,75,82.9,79
S12000039,West Dunbartonshire,Local Authority,2016,No,All,All,All,All,16-34,71.6,89.7,80.6
S12000049,Glasgow City,Local Authority,2016,No,All,All,All,All,All,74.5,79,76.7
S12000033,Aberdeen City,Local Authority,2016,No,All,All,All,All,16-34,76.7,87,81.8
S08000026,Shetland,NHS Health Board,2017,No,All,All,All,All,16-34,68.7,90.5,79.6
S12000045,East Dunbartonshire,Local Authority,2016,No,All,All,All,All,16-34,84,99.6,91.8
S12000036,City of Edinburgh,Local Authority,2016,No,All,All,All,All,All,79.8,84.2,82
S08000026,Shetland,NHS Health Board,2016,No,All,All,All,All,All,74.5,86.7,80.6
S12000047,Fife,Local Authority,2016,No,All,All,All,All,35-64,73.3,81.3,77.3
S12000039,West Dunbartonshire,Local Authority,2016,No,All,All,All,All,35-64,67.3,79.4,73.4
S12000042,Dundee City,Local Authority,2016,No,All,All,All,All,35-64,60.1,75,67.6
S92000003,Scotland,Scotland,2016,No,All,All,All,All,16-34,77,80,78.5
S92000003,Scotland,Scotland,2016,No,All,All,All,All,35-64,76.3,78.3,77.3
S12000014,Falkirk,Local Authority,2016,No,All,All,All,All,16-64,75.2,85,80.1
S12000040,West Lothian,Local Authority,2012,No,All,All,All,All,35-64,69.6,81.3,75.4
S12000047,Fife,Local Authority,2013,No,All,All,All,All,35-64,68.9,76.9,72.9
S12000040,West Lothian,Local Authority,2017,No,All,All,All,All,65 and over,85.4,95.6,90.5
S12000013,Na h-Eileanan Siar,Local Authority,2015,No,Rented,All,All,All,All,52.3,76.8,64.5
S12000050,North Lanarkshire,Local Authority,2014,No,Rented,All,All,All,All,56.1,68.2,62.1
S12000036,City of Edinburgh,Local Authority,2015,No,Rented,All,All,All,All,72.4,80.6,76.5
S12000019,Midlothian,Local Authority,2014,No,Rented,All,All,All,All,46.4,69.3,57.9
S12000021,North Ayrshire,Local Authority,2014,No,Rented,All,All,All,All,56.4,71.7,64
S08000019,Forth Valley,NHS Health Board,2013,No,Rented,All,All,All,All,57.7,69.5,63.6
S08000029,Fife,NHS Health Board,2016,No,Rented,All,All,All,All,60.5,71.5,66
S12000050,North Lanarkshire,Local Authority,2017,No,Rented,All,All,All,All,55.6,68.6,62.1
S08000017,Dumfries and Galloway,NHS Health Board,2014,No,Rented,All,All,All,All,54.3,68.8,61.5
S08000029,Fife,NHS Health Board,2019,Yes,Rented,All,All,All,All,26.5,37.2,31.8
S08000024,Lothian,NHS Health Board,2017,No,Rented,All,All,All,All,69.2,76.1,72.7
S08000030,Tayside,NHS Health Board,2017,No,Rented,All,All,All,All,66.3,75.1,70.7
S12000035,Argyll and Bute,Local Authority,2014,No,Rented,All,All,All,All,56.1,76,66.1
S12000035,Argyll and Bute,Local Authority,2012,No,Rented,All,All,All,All,34,56.9,45.4
S92000003,Scotland,Scotland,2014,No,Rented,All,All,All,All,64.1,66.9,65.5
S08000015,Ayrshire and Arran,NHS Health Board,2013,No,Rented,All,All,All,All,54.5,65.4,59.9
S08000032,Lanarkshire,NHS Health Board,2014,No,Rented,All,All,All,All,57,66.2,61.6
S92000003,Scotland,Scotland,2019,Yes,Rented,All,All,All,All,29.9,32.6,31.3
S12000030,Stirling,Local Authority,2015,No,Rented,All,All,All,All,71.7,87,79.4
S08000031,Greater Glasgow and Clyde,NHS Health Board,2016,No,Rented,All,All,All,All,64.8,70.3,67.6
S08000029,Fife,NHS Health Board,2015,Yes,Rented,All,All,All,All,31.8,42.9,37.3
S08000028,Western Isles,NHS Health Board,2016,No,Rented,All,All,All,All,40.2,67.9,54.1
S08000015,Ayrshire and Arran,NHS Health Board,2015,No,Rented,All,All,All,All,55,64.9,59.9
S12000006,Dumfries and Galloway,Local Authority,2015,No,Rented,All,All,All,All,50.9,66.5,58.7
S12000030,Stirling,Local Authority,2014,No,Rented,All,All,All,All,67.4,87.1,77.3
S08000016,Borders,NHS Health Board,2015,No,Rented,All,All,All,All,61.1,78.8,69.9
S08000025,Orkney,NHS Health Board,2014,No,Rented,All,All,All,All,61.8,80.7,71.3
S12000026,Scottish Borders,Local Authority,2016,No,Rented,All,All,All,All,63.9,81,72.5
S08000017,Dumfries and Galloway,NHS Health Board,2016,No,Rented,All,All,All,All,49,64,56.5
S12000023,Orkney Islands,Local Authority,2016,No,Rented,All,All,All,All,62.6,86.5,74.5
S12000047,Fife,Local Authority,2016,No,Rented,All,All,All,All,60.5,71.5,66
S08000032,Lanarkshire,NHS Health Board,2016,No,Rented,All,All,All,All,56.1,65.1,60.6
S12000013,Na h-Eileanan Siar,Local Authority,2016,No,Rented,All,All,All,All,40.2,67.9,54.1
S08000026,Shetland,NHS Health Board,2012,No,Rented,All,All,All,All,58.6,80.7,69.7
S12000017,Highland,Local Authority,2014,No,Rented,All,All,All,All,59.4,74.1,66.8
S08000016,Borders,NHS Health Board,2016,No,Rented,All,All,All,All,63.9,81,72.5
S08000022,Highland,NHS Health Board,2012,No,Rented,All,All,All,All,47.7,61.1,54.4
S08000022,Highland,NHS Health Board,2013,No,Rented,All,All,All,All,59.4,72.6,66
S08000015,Ayrshire and Arran,NHS Health Board,2012,No,Rented,All,All,All,All,49.2,61,55.1
S12000010,East Lothian,Local Authority,2016,No,Rented,All,All,All,All,59.4,77.6,68.5
S08000024,Lothian,NHS Health Board,2012,No,Rented,All,All,All,All,59.6,67.3,63.4
S12000045,East Dunbartonshire,Local Authority,2013,No,Rented,All,All,All,All,37.3,70.3,53.8
S12000005,Clackmannanshire,Local Authority,2015,No,Rented,All,All,All,All,52.4,76.1,64.3
S08000032,Lanarkshire,NHS Health Board,2019,Yes,Rented,All,All,All,All,30.9,39.1,35
S12000005,Clackmannanshire,Local Authority,2014,No,Rented,All,All,All,All,37.1,66,51.5
S12000020,Moray,Local Authority,2016,No,Rented,All,All,All,All,51.3,74.9,63.1
S08000028,Western Isles,NHS Health Board,2012,No,Rented,All,All,All,All,49.3,76.5,62.9
S12000033,Aberdeen City,Local Authority,2015,No,Rented,All,All,All,All,63.5,74.5,69
S12000050,North Lanarkshire,Local Authority,2013,No,Rented,All,All,All,All,52.7,65.3,59
S08000016,Borders,NHS Health Board,2014,No,Rented,All,All,All,All,58.7,75.8,67.2
S12000042,Dundee City,Local Authority,2013,No,Rented,All,All,All,All,61.5,74.1,67.8
S08000019,Forth Valley,NHS Health Board,2019,No,Rented,All,All,All,All,64,74.6,69.3
S12000048,Perth and Kinross,Local Authority,2019,Yes,Rented,All,All,All,All,15.1,33.7,24.4
S08000019,Forth Valley,NHS Health Board,2014,No,Rented,All,All,All,All,57.6,69.5,63.6
S12000008,East Ayrshire,Local Authority,2015,No,Rented,All,All,All,All,47.2,64.8,56
S12000036,City of Edinburgh,Local Authority,2012,No,Rented,All,All,All,All,61.8,71.3,66.6
S12000013,Na h-Eileanan Siar,Local Authority,2014,Yes,Rented,All,All,All,All,29.9,58.3,44.1
S12000049,Glasgow City,Local Authority,2014,No,Rented,All,All,All,All,62.3,69.2,65.7
S12000045,East Dunbartonshire,Local Authority,2019,Yes,Rented,All,All,All,All,16.5,47.4,31.9
S92000003,Scotland,Scotland,2013,No,Rented,All,All,All,All,61.5,64.4,62.9
S12000049,Glasgow City,Local Authority,2019,Yes,Rented,All,All,All,All,24.5,31.1,27.8
S08000030,Tayside,NHS Health Board,2019,Yes,Rented,All,All,All,All,22.2,31.4,26.8
S08000022,Highland,NHS Health Board,2017,No,Rented,All,All,All,All,61.1,73.5,67.3
S12000019,Midlothian,Local Authority,2016,No,Rented,All,All,All,All,57.8,80.5,69.1
S08000015,Ayrshire and Arran,NHS Health Board,2017,No,Rented,All,All,All,All,58.8,70.5,64.6
S12000018,Inverclyde,Local Authority,2017,Yes,Rented,All,All,All,All,24.3,42.6,33.5
S12000042,Dundee City,Local Authority,2019,Yes,Rented,All,All,All,All,18,30.4,24.2
S08000029,Fife,NHS Health Board,2012,Yes,Rented,All,All,All,All,36,46.8,41.4
S12000047,Fife,Local Authority,2019,Yes,Rented,All,All,All,All,26.5,37.2,31.8
S12000008,East Ayrshire,Local Authority,2016,No,Rented,All,All,All,All,56.2,73.2,64.7
S08000016,Borders,NHS Health Board,2019,No,Rented,All,All,All,All,59.4,77,68.2
S12000050,North Lanarkshire,Local Authority,2015,No,Rented,All,All,All,All,52.4,64.8,58.6
S12000026,Scottish Borders,Local Authority,2014,No,Rented,All,All,All,All,58.7,75.8,67.2
S12000045,East Dunbartonshire,Local Authority,2014,No,Rented,All,All,All,All,72.2,90,81.1
S12000038,Renfrewshire,Local Authority,2012,No,Rented,All,All,All,All,44.6,61,52.8
S08000016,Borders,NHS Health Board,2013,No,Rented,All,All,All,All,50.2,69.3,59.8
S08000031,Greater Glasgow and Clyde,NHS Health Board,2017,No,Rented,All,All,All,All,67.1,72.4,69.8
S12000020,Moray,Local Authority,2015,No,Rented,All,All,All,All,53.2,72.4,62.8
S08000015,Ayrshire and Arran,NHS Health Board,2016,No,Rented,All,All,All,All,57.2,67,62.1
S12000023,Orkney Islands,Local Authority,2014,No,Rented,All,All,All,All,61.8,80.7,71.3
S12000014,Falkirk,Local Authority,2016,No,Rented,All,All,All,All,61.7,77.6,69.6
S12000034,Aberdeenshire,Local Authority,2015,No,Rented,All,All,All,All,58.8,75,66.9
S12000019,Midlothian,Local Authority,2015,No,Rented,All,All,All,All,39.3,63.3,51.3
S12000008,East Ayrshire,Local Authority,2019,Yes,Owned Outright,All,All,All,All,6.1,17.3,11.7
S12000013,Na h-Eileanan Siar,Local Authority,2019,No,Owned Outright,All,All,All,All,82.3,91.8,87
S12000010,East Lothian,Local Authority,2019,No,Owned Outright,All,All,All,All,82.6,95.3,88.9
S12000005,Clackmannanshire,Local Authority,2019,Yes,Owned Outright,All,All,All,All,5.3,19.7,12.5
S08000015,Ayrshire and Arran,NHS Health Board,2019,No,Owned Outright,All,All,All,All,86.7,92.6,89.7
S12000006,Dumfries and Galloway,Local Authority,2019,Yes,Owned Outright,All,All,All,All,5.8,13.6,9.7
S12000018,Inverclyde,Local Authority,2019,Yes,Owned Outright,All,All,All,All,4.4,14.2,9.3
S92000003,Scotland,Scotland,2018,Yes,Owned Outright,All,All,All,All,8.8,10.4,9.6
S12000005,Clackmannanshire,Local Authority,2019,No,Owned Outright,All,All,All,All,80.3,94.7,87.5
S12000008,East Ayrshire,Local Authority,2019,No,Owned Outright,All,All,All,All,82.7,93.9,88.3
S12000008,East Ayrshire,Local Authority,2014,No,Owned Outright,All,All,All,All,79.2,92.1,85.6
S12000047,Fife,Local Authority,2018,Yes,Owned Outright,All,All,All,All,6.4,12.3,9.3
S12000019,Midlothian,Local Authority,2019,No,Owned Outright,All,All,All,All,83.8,96.5,90.1
S12000034,Aberdeenshire,Local Authority,2019,Yes,Owned Outright,All,All,All,All,5,11.3,8.2
S12000035,Argyll and Bute,Local Authority,2019,Yes,Owned Outright,All,All,All,All,5,11.9,8.5
S12000033,Aberdeen City,Local Authority,2019,Yes,Owned Outright,All,All,All,All,3.1,11.8,7.4
S12000028,South Ayrshire,Local Authority,2019,Yes,Owned Outright,All,All,All,All,5.1,14,9.6
S08000016,Borders,NHS Health Board,2019,No,Owned Outright,All,All,All,All,86,97.5,91.7
S12000040,West Lothian,Local Authority,2019,Yes,Owned Outright,All,All,All,All,6.5,17.9,12.2
S12000029,South Lanarkshire,Local Authority,2019,Yes,Owned Outright,All,All,All,All,8.7,16.2,12.5
S12000039,West Dunbartonshire,Local Authority,2015,Yes,Owned Outright,All,All,All,All,7.3,17.9,12.6
S12000034,Aberdeenshire,Local Authority,2014,No,Owned Outright,All,All,All,All,82.1,90.8,86.4
S12000014,Falkirk,Local Authority,2019,Yes,Owned Outright,All,All,All,All,3,10.5,6.8
S12000028,South Ayrshire,Local Authority,2019,No,Owned Outright,All,All,All,All,86,94.9,90.4
S08000017,Dumfries and Galloway,NHS Health Board,2014,Yes,Owned Outright,All,All,All,All,7.1,16.1,11.6
S12000010,East Lothian,Local Authority,2018,Yes,Owned Outright,All,All,All,All,2.4,9.9,6.1
S12000045,East Dunbartonshire,Local Authority,2018,Yes,Owned Outright,All,All,All,All,1.1,6,3.6
S08000019,Forth Valley,NHS Health Board,2014,Yes,Owned Outright,All,All,All,All,7.5,14.8,11.1
S12000020,Moray,Local Authority,2014,No,Rented,All,All,All,All,57.3,73.4,65.3
S12000038,Renfrewshire,Local Authority,2019,Yes,Owned Outright,All,All,All,All,6.7,17,11.9
S08000025,Orkney,NHS Health Board,2012,No,Rented,All,All,All,All,55.4,78.8,67.1
S08000020,Grampian,NHS Health Board,2013,No,Rented,All,All,All,All,58,67.5,62.8
S12000023,Orkney Islands,Local Authority,2019,No,Owned Outright,All,All,All,All,89.2,98.2,93.7
S12000039,West Dunbartonshire,Local Authority,2019,Yes,Owned Outright,All,All,All,All,2.3,8.8,5.5
S08000025,Orkney,NHS Health Board,2016,No,Rented,All,All,All,All,62.6,86.5,74.5
S08000026,Shetland,NHS Health Board,2016,No,Rented,All,All,All,All,54.5,78.1,66.3
S12000021,North Ayrshire,Local Authority,2016,No,Rented,All,All,All,All,45.1,60.4,52.8
S12000017,Highland,Local Authority,2015,No,Rented,All,All,All,All,53.2,69.9,61.5
S12000036,City of Edinburgh,Local Authority,2019,Yes,Owned Outright,All,All,All,All,7.2,13.2,10.2
S12000017,Highland,Local Authority,2019,Yes,Owned Outright,All,All,All,All,4.5,13,8.7
S08000015,Ayrshire and Arran,NHS Health Board,2015,Yes,Owned Outright,All,All,All,All,6.8,12,9.4
S12000010,East Lothian,Local Authority,2015,Yes,Owned Outright,All,All,All,All,0.9,12.1,6.5
S12000041,Angus,Local Authority,2019,Yes,Owned Outright,All,All,All,All,4.5,13.9,9.2
S12000048,Perth and Kinross,Local Authority,2013,Yes,Rented,All,All,All,All,29.2,51.5,40.4
S12000017,Highland,Local Authority,2019,Yes,Rented,All,All,All,All,30.3,46.2,38.3
S12000028,South Ayrshire,Local Authority,2019,Yes,Rented,All,All,All,All,17.9,40.9,29.4
S12000027,Shetland Islands,Local Authority,2019,Yes,Rented,All,All,All,All,14.9,40.5,27.7
S08000015,Ayrshire and Arran,NHS Health Board,2014,Yes,Rented,All,All,All,All,32.3,41.9,37.1
S12000010,East Lothian,Local Authority,2019,No,Rented,All,All,All,All,48.4,69.2,58.8
S12000013,Na h-Eileanan Siar,Local Authority,2019,No,Rented,All,All,All,All,57.8,83.6,70.7
S12000018,Inverclyde,Local Authority,2019,No,Rented,All,All,All,All,54.8,72.8,63.8
S12000050,North Lanarkshire,Local Authority,2018,Yes,Rented,All,All,All,All,34.9,48.1,41.5
S12000041,Angus,Local Authority,2019,Yes,Rented,All,All,All,All,25.6,45.2,35.4
S12000029,South Lanarkshire,Local Authority,2019,Yes,Rented,All,All,All,All,26.6,38.2,32.4
S12000040,West Lothian,Local Authority,2019,Yes,Rented,All,All,All,All,28.1,47.5,37.8
S12000030,Stirling,Local Authority,2019,Yes,Rented,All,All,All,All,17.1,35.9,26.5
S12000045,East Dunbartonshire,Local Authority,2014,Yes,Rented,All,All,All,All,10,27.8,18.9
S12000034,Aberdeenshire,Local Authority,2019,Yes,Rented,All,All,All,All,26.5,43.9,35.2
S12000033,Aberdeen City,Local Authority,2019,Yes,Rented,All,All,All,All,21.5,32.9,27.2
S92000003,Scotland,Scotland,2018,Yes,Rented,All,All,All,All,29.1,31.8,30.4
S12000041,Angus,Local Authority,2018,Yes,Rented,All,All,All,All,22,39.2,30.6
S92000003,Scotland,Scotland,2019,No,Rented,All,All,All,All,67.4,70.1,68.7
S12000008,East Ayrshire,Local Authority,2019,No,Rented,All,All,All,All,69.1,83.6,76.4
S12000049,Glasgow City,Local Authority,2018,Yes,Rented,All,All,All,All,22.7,29,25.9
S08000017,Dumfries and Galloway,NHS Health Board,2012,Yes,Rented,All,All,All,All,30.9,44.6,37.8
S12000014,Falkirk,Local Authority,2019,Yes,Rented,All,All,All,All,20.2,35.6,27.9
S12000008,East Ayrshire,Local Authority,2019,Yes,Rented,All,All,All,All,16.4,30.9,23.6
S08000017,Dumfries and Galloway,NHS Health Board,2019,Yes,Rented,All,All,All,All,36.8,52,44.4
S12000035,Argyll and Bute,Local Authority,2019,Yes,Rented,All,All,All,All,20.7,37.6,29.2
S12000039,West Dunbartonshire,Local Authority,2019,Yes,Rented,All,All,All,All,28.7,46.1,37.4
S12000038,Renfrewshire,Local Authority,2019,Yes,Rented,All,All,All,All,30.3,47.5,38.9
S12000036,City of Edinburgh,Local Authority,2019,Yes,Rented,All,All,All,All,20,27.6,23.8
S12000013,Na h-Eileanan Siar,Local Authority,2019,Yes,Rented,All,All,All,All,16.4,42.2,29.3
